segindex,fieldname,compname,subcompname,segindex,newfieldname,newcompname,newsubcompname
PV2.42.1,pv2_patient_condition_code,primary_id,,PV2.42.1,,,
PV2.42.2,pv2_patient_condition_code,text,,PV2.42.2,,,
PV2.42.3,pv2_patient_condition_code,name_of_coding_sys,,PV2.42.3,,,
PV2.42.4,pv2_patient_condition_code,alt_identifier,,PV2.42.4,,,
PV2.42.5,pv2_patient_condition_code,alt_text,,PV2.42.5,,,
PV2.42.6,pv2_patient_condition_code,name_of_alt_coding_sys,,PV2.42.6,,,
PV2.42.7,pv2_patient_condition_code,coding_sys_ver_id,,PV2.42.7,,,
PV2.42.8,pv2_patient_condition_code,alt_coding_sys_ver_id,,PV2.42.8,,,
PV2.42.9,pv2_patient_condition_code,original_text,,PV2.42.9,,,
PV2.42.10,pv2_patient_condition_code,second_alt_id,,PV2.42.10,,,
PV2.42.11,pv2_patient_condition_code,second_alt_text,,PV2.42.11,,,
PV2.42.12,pv2_patient_condition_code,name_of_second_alt_coding_sys,,PV2.42.12,,,
PV2.42.13,pv2_patient_condition_code,second_alt_coding_sys_ver_id,,PV2.42.13,,,
PV2.42.14,pv2_patient_condition_code,coding_sys_oid,,PV2.42.14,,,
PV2.42.15,pv2_patient_condition_code,value_set_oid,,PV2.42.15,,,
PV2.42.16,pv2_patient_condition_code,value_set_ver_id,,PV2.42.16,,,
PV2.42.17,pv2_patient_condition_code,alt_coding_sys_oid,,PV2.42.17,,,
PV2.42.18,pv2_patient_condition_code,alt_value_set_oid,,PV2.42.18,,,
PV2.42.19,pv2_patient_condition_code,alt_value_set_ver_id,,PV2.42.19,,,
PV2.42.20,pv2_patient_condition_code,second_alt_coding_sys_oid,,PV2.42.20,,,
PV2.42.21,pv2_patient_condition_code,second_alt_value_set_oid,,PV2.42.21,,,
PV2.42.22,pv2_patient_condition_code,second_alt_value_set_ver_id,,PV2.42.22,,,
PV2.43,pv2_living_will_code,,,PV2.43,,,
PV2.43.1,pv2_living_will_code,primary_id,,PV2.43.1,,,
PV2.43.2,pv2_living_will_code,text,,PV2.43.2,,,
PV2.43.3,pv2_living_will_code,name_of_coding_sys,,PV2.43.3,,,
PV2.43.4,pv2_living_will_code,alt_identifier,,PV2.43.4,,,
PV2.43.5,pv2_living_will_code,alt_text,,PV2.43.5,,,
PV2.43.6,pv2_living_will_code,name_of_alt_coding_sys,,PV2.43.6,,,
PV2.43.7,pv2_living_will_code,coding_sys_ver_id,,PV2.43.7,,,
PV2.43.8,pv2_living_will_code,alt_coding_sys_ver_id,,PV2.43.8,,,
PV2.43.9,pv2_living_will_code,original_text,,PV2.43.9,,,
PV2.43.10,pv2_living_will_code,second_alt_id,,PV2.43.10,,,
PV2.43.11,pv2_living_will_code,second_alt_text,,PV2.43.11,,,
PV2.43.12,pv2_living_will_code,name_of_second_alt_coding_sys,,PV2.43.12,,,
PV2.43.13,pv2_living_will_code,second_alt_coding_sys_ver_id,,PV2.43.13,,,
PV2.43.14,pv2_living_will_code,coding_sys_oid,,PV2.43.14,,,
PV2.43.15,pv2_living_will_code,value_set_oid,,PV2.43.15,,,
PV2.43.16,pv2_living_will_code,value_set_ver_id,,PV2.43.16,,,
PV2.43.17,pv2_living_will_code,alt_coding_sys_oid,,PV2.43.17,,,
PV2.43.18,pv2_living_will_code,alt_value_set_oid,,PV2.43.18,,,
PV2.43.19,pv2_living_will_code,alt_value_set_ver_id,,PV2.43.19,,,
PV2.43.20,pv2_living_will_code,second_alt_coding_sys_oid,,PV2.43.20,,,
PV2.43.21,pv2_living_will_code,second_alt_value_set_oid,,PV2.43.21,,,
PV2.43.22,pv2_living_will_code,second_alt_value_set_ver_id,,PV2.43.22,,,
PV2.44,pv2_organ_donor_code,,,PV2.44,,,
PV2.44.1,pv2_organ_donor_code,primary_id,,PV2.44.1,,,
PV2.44.2,pv2_organ_donor_code,text,,PV2.44.2,,,
PV2.44.3,pv2_organ_donor_code,name_of_coding_sys,,PV2.44.3,,,
PV2.44.4,pv2_organ_donor_code,alt_identifier,,PV2.44.4,,,
PV2.44.5,pv2_organ_donor_code,alt_text,,PV2.44.5,,,
PV2.44.6,pv2_organ_donor_code,name_of_alt_coding_sys,,PV2.44.6,,,
PV2.44.7,pv2_organ_donor_code,coding_sys_ver_id,,PV2.44.7,,,
PV2.44.8,pv2_organ_donor_code,alt_coding_sys_ver_id,,PV2.44.8,,,
PV2.44.9,pv2_organ_donor_code,original_text,,PV2.44.9,,,
PV2.44.10,pv2_organ_donor_code,second_alt_id,,PV2.44.10,,,
PV2.44.11,pv2_organ_donor_code,second_alt_text,,PV2.44.11,,,
PV2.44.12,pv2_organ_donor_code,name_of_second_alt_coding_sys,,PV2.44.12,,,
PV2.44.13,pv2_organ_donor_code,second_alt_coding_sys_ver_id,,PV2.44.13,,,
PV2.44.14,pv2_organ_donor_code,coding_sys_oid,,PV2.44.14,,,
PV2.44.15,pv2_organ_donor_code,value_set_oid,,PV2.44.15,,,
PV2.44.16,pv2_organ_donor_code,value_set_ver_id,,PV2.44.16,,,
PV2.44.17,pv2_organ_donor_code,alt_coding_sys_oid,,PV2.44.17,,,
PV2.44.18,pv2_organ_donor_code,alt_value_set_oid,,PV2.44.18,,,
PV2.44.19,pv2_organ_donor_code,alt_value_set_ver_id,,PV2.44.19,,,
PV2.44.20,pv2_organ_donor_code,second_alt_coding_sys_oid,,PV2.44.20,,,
PV2.44.21,pv2_organ_donor_code,second_alt_value_set_oid,,PV2.44.21,,,
PV2.44.22,pv2_organ_donor_code,second_alt_value_set_ver_id,,PV2.44.22,,,
PV2.45,pv2_advance_directive_code,,,PV2.45,,,
PV2.45.1,pv2_advance_directive_code,primary_id,,PV2.45.1,,,
PV2.45.2,pv2_advance_directive_code,text,,PV2.45.2,,,
PV2.45.3,pv2_advance_directive_code,name_of_coding_sys,,PV2.45.3,,,
PV2.45.4,pv2_advance_directive_code,alt_identifier,,PV2.45.4,,,
PV2.45.5,pv2_advance_directive_code,alt_text,,PV2.45.5,,,
PV2.45.6,pv2_advance_directive_code,name_of_alt_coding_sys,,PV2.45.6,,,
PV2.45.7,pv2_advance_directive_code,coding_sys_ver_id,,PV2.45.7,,,
PV2.45.8,pv2_advance_directive_code,alt_coding_sys_ver_id,,PV2.45.8,,,
PV2.45.9,pv2_advance_directive_code,original_text,,PV2.45.9,,,
PV2.45.10,pv2_advance_directive_code,second_alt_id,,PV2.45.10,,,
PV2.45.11,pv2_advance_directive_code,second_alt_text,,PV2.45.11,,,
PV2.45.12,pv2_advance_directive_code,name_of_second_alt_coding_sys,,PV2.45.12,,,
PV2.45.13,pv2_advance_directive_code,second_alt_coding_sys_ver_id,,PV2.45.13,,,
PV2.45.14,pv2_advance_directive_code,coding_sys_oid,,PV2.45.14,,,
PV2.45.15,pv2_advance_directive_code,value_set_oid,,PV2.45.15,,,
PV2.45.16,pv2_advance_directive_code,value_set_ver_id,,PV2.45.16,,,
PV2.45.17,pv2_advance_directive_code,alt_coding_sys_oid,,PV2.45.17,,,
PV2.45.18,pv2_advance_directive_code,alt_value_set_oid,,PV2.45.18,,,
PV2.45.19,pv2_advance_directive_code,alt_value_set_ver_id,,PV2.45.19,,,
PV2.45.20,pv2_advance_directive_code,second_alt_coding_sys_oid,,PV2.45.20,,,
PV2.45.21,pv2_advance_directive_code,second_alt_value_set_oid,,PV2.45.21,,,
PV2.45.22,pv2_advance_directive_code,second_alt_value_set_ver_id,,PV2.45.22,,,
PV2.46,pv2_patient_status_eff_date,,,PV2.46,,,
PV2.47,pv2_expected_leave_of_absence_return_date_time,,,PV2.47,,,
PV2.48,pv2_expected_preadm_testing_date_time,,,PV2.48,,,
PV2.49,pv2_notify_clergy_code,,,PV2.49,,,
PV2.49.1,pv2_notify_clergy_code,primary_id,,PV2.49.1,,,
PV2.49.2,pv2_notify_clergy_code,text,,PV2.49.2,,,
PV2.49.3,pv2_notify_clergy_code,name_of_coding_sys,,PV2.49.3,,,
PV2.49.4,pv2_notify_clergy_code,alt_identifier,,PV2.49.4,,,
PV2.49.5,pv2_notify_clergy_code,alt_text,,PV2.49.5,,,
PV2.49.6,pv2_notify_clergy_code,name_of_alt_coding_sys,,PV2.49.6,,,
PV2.49.7,pv2_notify_clergy_code,coding_sys_ver_id,,PV2.49.7,,,
PV2.49.8,pv2_notify_clergy_code,alt_coding_sys_ver_id,,PV2.49.8,,,
PV2.49.9,pv2_notify_clergy_code,original_text,,PV2.49.9,,,
PV2.49.10,pv2_notify_clergy_code,second_alt_id,,PV2.49.10,,,
PV2.49.11,pv2_notify_clergy_code,second_alt_text,,PV2.49.11,,,
PV2.49.12,pv2_notify_clergy_code,name_of_second_alt_coding_sys,,PV2.49.12,,,
PV2.49.13,pv2_notify_clergy_code,second_alt_coding_sys_ver_id,,PV2.49.13,,,
PV2.49.14,pv2_notify_clergy_code,coding_sys_oid,,PV2.49.14,,,
PV2.49.15,pv2_notify_clergy_code,value_set_oid,,PV2.49.15,,,
PV2.49.16,pv2_notify_clergy_code,value_set_ver_id,,PV2.49.16,,,
PV2.49.17,pv2_notify_clergy_code,alt_coding_sys_oid,,PV2.49.17,,,
PV2.49.18,pv2_notify_clergy_code,alt_value_set_oid,,PV2.49.18,,,
PV2.49.19,pv2_notify_clergy_code,alt_value_set_ver_id,,PV2.49.19,,,
PV2.49.20,pv2_notify_clergy_code,second_alt_coding_sys_oid,,PV2.49.20,,,
PV2.49.21,pv2_notify_clergy_code,second_alt_value_set_oid,,PV2.49.21,,,
PV2.49.22,pv2_notify_clergy_code,second_alt_value_set_ver_id,,PV2.49.22,,,
PV2.50,pv2_advance_directive_last_verified_date,,,PV2.50,,,
PYE.1,pye_set_id,,,PYE.1,,,
PYE.2,pye_payee_type,,,PYE.2,,,
PYE.3,pye_payee_relationship_to_invoice_patient,,,PYE.3,,,
PYE.4,pye_payee_identification_list,,,PYE.4,,,
PYE.5,pye_payee_person_name,,,PYE.5,,,
PYE.6,pye_payee_address,,,PYE.6,,,
PYE.7,pye_payment_method,,,PYE.7,,,
QAK.1,qak_query_tag,,,QAK.1,,,
QAK.2,qak_query_response_status,,,QAK.2,,,
QAK.3,qak_message_query_name,,,QAK.3,,,
QAK.4,qak_total_hit_cnt,,,QAK.4,,,
QAK.5,qak_this_payload,,,QAK.5,,,
QAK.6,qak_hits_remaining,,,QAK.6,,,
QID.1,qid_query_tag,,,QID.1,,,
QID.2,qid_message_query_name,,,QID.2,,,
QPD.1,qpd_message_query_name,,,QPD.1,,,
QPD.2,qpd_query_tag,,,QPD.2,,,
QPD.3,qpd_user_parameter,,,QPD.3,,,
QRD.1,qrd_query_date_time,,,QRD.1,,,
QRD.2,qrd_query_format,,,QRD.2,,,
QRD.3,qrd_query_priority,,,QRD.3,,,
QRD.4,qrd_query_id,,,QRD.4,,,
QRD.5,qrd_deferred_response_type,,,QRD.5,,,
QRD.6,qrd_deferred_response_date_time,,,QRD.6,,,
QRD.7,qrd_qty_limited_request,,,QRD.7,,,
QRD.8,qrd_who_subject_filter,,,QRD.8,,,
QRD.9,qrd_what_subject_filter,,,QRD.9,,,
QRD.10,qrd_what_department_data_code,,,QRD.10,,,
QRD.11,qrd_what_data_code_value_qualifier,,,QRD.11,,,
QRD.12,qrd_query_results_level,,,QRD.12,,,
QRF.1,qrf_where_subject_filter,,,QRF.1,,,
QRF.2,qrf_when_data_start_date_time,,,QRF.2,,,
QRF.3,qrf_when_data_end_date_time,,,QRF.3,,,
QRF.4,qrf_what_user_qualifier,,,QRF.4,,,
QRF.5,qrf_other_qry_subject_filter,,,QRF.5,,,
QRF.6,qrf_which_date_time_qualifier,,,QRF.6,,,
QRF.7,qrf_which_date_time_status_qualifier,,,QRF.7,,,
QRF.8,qrf_date_time_selection_qualifier,,,QRF.8,,,
QRF.9,qrf_when_qty_timing_qualifier,,,QRF.9,,,
QRF.10,qrf_search_confidence_threshold,,,QRF.10,,,
QRI.1,qri_candidate_confidence,,,QRI.1,,,
QRI.2,qri_match_reason_code,,,QRI.2,,,
QRI.3,qri_algorithm_descriptor,,,QRI.3,,,
RCP.1,rcp_query_priority,,,RCP.1,,,
RCP.2,rcp_qty_limited_request,,,RCP.2,,,
RCP.3,rcp_response_modality,,,RCP.3,,,
RCP.4,rcp_execution_delivery_date_time,,,RCP.4,,,
RCP.5,rcp_modify_ind,,,RCP.5,,,
RCP.6,rcp_sort_by_field,,,RCP.6,,,
RCP.7,rcp_segment_group_inclusion,,,RCP.7,,,
RDF.1,rdf_columns_per_row_num,,,RDF.1,,,
RDF.2,rdf_column_desc,,,RDF.2,,,
RDT.1,rdt_column_value,,,RDT.1,,,
REL.1,rel_set_id,,,REL.1,,,
REL.2,rel_relationship_type,,,REL.2,,,
REL.3,rel_this_relationship_instance_id,,,REL.3,,,
REL.4,rel_source_information_instance_id,,,REL.4,,,
REL.5,rel_target_information_instance_id,,,REL.5,,,
REL.6,rel_asserting_entity_instance_id,,,REL.6,,,
REL.7,rel_asserting_person_name,,,REL.7,,,
REL.8,rel_asserting_organization_name,,,REL.8,,,
REL.9,rel_assertor_address,,,REL.9,,,
REL.10,rel_assertor_contact,,,REL.10,,,
REL.11,rel_assertion_date_range,,,REL.11,,,
REL.12,rel_negation_ind,,,REL.12,,,
REL.13,rel_certainty_of_relationship,,,REL.13,,,
REL.14,rel_priority_num,,,REL.14,,,
REL.15,rel_priority_sequence_num,,,REL.15,,,
REL.16,rel_separability_ind,,,REL.16,,,
RF1.1,rf1_referral_status,,,RF1.1,,,
RF1.2,rf1_referral_priority,,,RF1.2,,,
RF1.3,rf1_referral_type,,,RF1.3,,,
RF1.4,rf1_referral_disposition,,,RF1.4,,,
RF1.5,rf1_referral_category,,,RF1.5,,,
RF1.6,rf1_originating_referral_id,,,RF1.6,,,
RF1.7,rf1_eff_from_date,,,RF1.7,,,
RF1.8,rf1_eff_to_date,,,RF1.8,,,
RF1.9,rf1_process_date,,,RF1.9,,,
RF1.10,rf1_referral_reason,,,RF1.10,,,
RF1.11,rf1_external_referral_id,,,RF1.11,,,
RF1.12,rf1_referral_documentation_completion_status,,,RF1.12,,,
RFI.1,rfi_request_date_time,,,RFI.1,,,
RFI.2,rfi_response_due_date_time,,,RFI.2,,,
RFI.3,rfi_patient_consent,,,RFI.3,,,
RFI.4,rfi_additional_information_submit_date_time,,,RFI.4,,,
RGS.1,rgs_set_id,,,RGS.1,,,
RGS.2,rgs_segment_action_code,,,RGS.2,,,
RGS.3,rgs_resource_group_id,,,RGS.3,,,
RMI.1,rmi_risk_management_incident_code,,,RMI.1,,,
RMI.2,rmi_incident_date_time,,,RMI.2,,,
RMI.3,rmi_incident_type_code,,,RMI.3,,,
ROL.1,rol_role_instance_id,,,ROL.1,,,
ROL.1.1,rol_role_instance_id,entity_id,,ROL.1.1,,,
ROL.1.2,rol_role_instance_id,namespace_id,,ROL.1.2,,,
ROL.1.3,rol_role_instance_id,universal_id,,ROL.1.3,,,
ROL.1.4,rol_role_instance_id,universal_id_type,,ROL.1.4,,,
ROL.2,rol_action_code,,,ROL.2,,,
ROL.3,rol_role_name,,,ROL.3,,,
ROL.3.1,rol_role_name,primary_id,,ROL.3.1,,,
ROL.3.2,rol_role_name,text,,ROL.3.2,,,
ROL.3.3,rol_role_name,name_of_coding_sys,,ROL.3.3,,,
ROL.3.4,rol_role_name,alt_identifier,,ROL.3.4,,,
ROL.3.5,rol_role_name,alt_text,,ROL.3.5,,,
ROL.3.6,rol_role_name,name_of_alt_coding_sys,,ROL.3.6,,,
ROL.3.7,rol_role_name,coding_sys_ver_id,,ROL.3.7,,,
ROL.3.8,rol_role_name,alt_coding_sys_ver_id,,ROL.3.8,,,
ROL.3.9,rol_role_name,original_text,,ROL.3.9,,,
ROL.3.10,rol_role_name,second_alt_id,,ROL.3.10,,,
ROL.3.11,rol_role_name,second_alt_text,,ROL.3.11,,,
ROL.3.12,rol_role_name,name_of_second_alt_coding_sys,,ROL.3.12,,,
ROL.3.13,rol_role_name,second_alt_coding_sys_ver_id,,ROL.3.13,,,
ROL.3.14,rol_role_name,coding_sys_oid,,ROL.3.14,,,
ROL.3.15,rol_role_name,value_set_oid,,ROL.3.15,,,
ROL.3.16,rol_role_name,value_set_ver_id,,ROL.3.16,,,
ROL.3.17,rol_role_name,alt_coding_sys_oid,,ROL.3.17,,,
ROL.3.18,rol_role_name,alt_value_set_oid,,ROL.3.18,,,
ROL.3.19,rol_role_name,alt_value_set_ver_id,,ROL.3.19,,,
ROL.3.20,rol_role_name,second_alt_coding_sys_oid,,ROL.3.20,,,
ROL.3.21,rol_role_name,second_alt_value_set_oid,,ROL.3.21,,,
ROL.3.22,rol_role_name,second_alt_value_set_ver_id,,ROL.3.22,,,
ROL.4,rol_role_person_name,,,ROL.4,,,
ROL.4.1,rol_role_person_name,person_id,,ROL.4.1,,,
ROL.4.2,rol_role_person_name,last_name,,ROL.4.2,,,
ROL.4.2.1,rol_role_person_name,last_name,surname,ROL.4.2.1,,,
ROL.4.2.2,rol_role_person_name,last_name,own_last_name_prefix,ROL.4.2.2,,,
ROL.4.2.3,rol_role_person_name,last_name,own_last_name,ROL.4.2.3,,,
ROL.4.2.4,rol_role_person_name,last_name,spouse_last_name_prefix,ROL.4.2.4,,,
ROL.4.2.5,rol_role_person_name,last_name,spouse_last_name,ROL.4.2.5,,,
ROL.4.3,rol_role_person_name,first_name,,ROL.4.3,,,
ROL.4.4,rol_role_person_name,middle_name,,ROL.4.4,,,
ROL.4.5,rol_role_person_name,suffix,,ROL.4.5,,,
ROL.4.6,rol_role_person_name,person_prefix,,ROL.4.6,,,
ROL.4.7,rol_role_person_name,degree,,ROL.4.7,,,
ROL.4.8,rol_role_person_name,source_table,,ROL.4.8,,,
ROL.4.8.1,rol_role_person_name,source_table,primary_id,ROL.4.8.1,,,
ROL.4.8.2,rol_role_person_name,source_table,text,ROL.4.8.2,,,
ROL.4.8.3,rol_role_person_name,source_table,name_of_coding_sys,ROL.4.8.3,,,
ROL.4.8.4,rol_role_person_name,source_table,alt_identifier,ROL.4.8.4,,,
ROL.4.8.5,rol_role_person_name,source_table,alt_text,ROL.4.8.5,,,
ROL.4.8.6,rol_role_person_name,source_table,name_of_alt_coding_sys,ROL.4.8.6,,,
ROL.4.8.7,rol_role_person_name,source_table,coding_sys_ver_id,ROL.4.8.7,,,
ROL.4.8.8,rol_role_person_name,source_table,alt_coding_sys_ver_id,ROL.4.8.8,,,
ROL.4.8.9,rol_role_person_name,source_table,original_text,ROL.4.8.9,,,
ROL.4.8.10,rol_role_person_name,source_table,second_alt_id,ROL.4.8.10,,,
ROL.4.8.11,rol_role_person_name,source_table,second_alt_text,ROL.4.8.11,,,
ROL.4.8.12,rol_role_person_name,source_table,name_of_second_alt_coding_sys,ROL.4.8.12,,,
ROL.4.8.13,rol_role_person_name,source_table,second_alt_coding_sys_ver_id,ROL.4.8.13,,,
ROL.4.8.14,rol_role_person_name,source_table,coding_sys_oid,ROL.4.8.14,,,
ROL.4.8.15,rol_role_person_name,source_table,value_set_oid,ROL.4.8.15,,,
ROL.4.8.16,rol_role_person_name,source_table,value_set_ver_id,ROL.4.8.16,,,
ROL.4.8.17,rol_role_person_name,source_table,alt_coding_sys_oid,ROL.4.8.17,,,
ROL.4.8.18,rol_role_person_name,source_table,alt_value_set_oid,ROL.4.8.18,,,
ROL.4.8.19,rol_role_person_name,source_table,alt_value_set_ver_id,ROL.4.8.19,,,
ROL.4.8.20,rol_role_person_name,source_table,second_alt_coding_sys_oid,ROL.4.8.20,,,
ROL.4.8.21,rol_role_person_name,source_table,second_alt_value_set_oid,ROL.4.8.21,,,
ROL.4.8.22,rol_role_person_name,source_table,second_alt_value_set_ver_id,ROL.4.8.22,,,
ROL.4.9,rol_role_person_name,assgn_authr,,ROL.4.9,,,
ROL.4.9.1,rol_role_person_name,assgn_authr,namespace_id,ROL.4.9.1,,,
ROL.4.9.2,rol_role_person_name,assgn_authr,universal_id,ROL.4.9.2,,,
ROL.4.9.3,rol_role_person_name,assgn_authr,universal_id_type,ROL.4.9.3,,,
ROL.4.10,rol_role_person_name,name_type_code,,ROL.4.10,,,
ROL.4.11,rol_role_person_name,identifier_check_digit,,ROL.4.11,,,
ROL.4.12,rol_role_person_name,check_digit_scheme,,ROL.4.12,,,
ROL.4.13,rol_role_person_name,identifier_type_code,,ROL.4.13,,,
ROL.4.14,rol_role_person_name,assgn_facility,,ROL.4.14,,,
ROL.4.14.1,rol_role_person_name,assgn_facility,namespace_id,ROL.4.14.1,,,
ROL.4.14.2,rol_role_person_name,assgn_facility,universal_id,ROL.4.14.2,,,
ROL.4.14.3,rol_role_person_name,assgn_facility,universal_id_type,ROL.4.14.3,,,
ROL.4.15,rol_role_person_name,name_rep_code,,ROL.4.15,,,
ROL.4.16,rol_role_person_name,context,,ROL.4.16,,,
ROL.4.16.1,rol_role_person_name,context,primary_id,ROL.4.16.1,,,
ROL.4.16.2,rol_role_person_name,context,text,ROL.4.16.2,,,
ROL.4.16.3,rol_role_person_name,context,name_of_coding_sys,ROL.4.16.3,,,
ROL.4.16.4,rol_role_person_name,context,alt_identifier,ROL.4.16.4,,,
ROL.4.16.5,rol_role_person_name,context,alt_text,ROL.4.16.5,,,
ROL.4.16.6,rol_role_person_name,context,name_of_alt_coding_sys,ROL.4.16.6,,,
ROL.4.16.7,rol_role_person_name,context,coding_sys_ver_id,ROL.4.16.7,,,
ROL.4.16.8,rol_role_person_name,context,alt_coding_sys_ver_id,ROL.4.16.8,,,
ROL.4.16.9,rol_role_person_name,context,original_text,ROL.4.16.9,,,
ROL.4.16.10,rol_role_person_name,context,second_alt_id,ROL.4.16.10,,,
ROL.4.16.11,rol_role_person_name,context,second_alt_text,ROL.4.16.11,,,
ROL.4.16.12,rol_role_person_name,context,name_of_second_alt_coding_sys,ROL.4.16.12,,,
ROL.4.16.13,rol_role_person_name,context,second_alt_coding_sys_ver_id,ROL.4.16.13,,,
ROL.4.16.14,rol_role_person_name,context,coding_sys_oid,ROL.4.16.14,,,
ROL.4.16.15,rol_role_person_name,context,value_set_oid,ROL.4.16.15,,,
ROL.4.16.16,rol_role_person_name,context,value_set_ver_id,ROL.4.16.16,,,
ROL.4.16.17,rol_role_person_name,context,alt_coding_sys_oid,ROL.4.16.17,,,
ROL.4.16.18,rol_role_person_name,context,alt_value_set_oid,ROL.4.16.18,,,
ROL.4.16.19,rol_role_person_name,context,alt_value_set_ver_id,ROL.4.16.19,,,
ROL.4.16.20,rol_role_person_name,context,second_alt_coding_sys_oid,ROL.4.16.20,,,
ROL.4.16.21,rol_role_person_name,context,second_alt_value_set_oid,ROL.4.16.21,,,
ROL.4.16.22,rol_role_person_name,context,second_alt_value_set_ver_id,ROL.4.16.22,,,
ROL.4.17,rol_role_person_name,validity_range,,ROL.4.17,,,
ROL.4.17.1,rol_role_person_name,validity_range,eff_from_date_time,ROL.4.17.1,,,
ROL.4.17.2,rol_role_person_name,validity_range,eff_to_date_time,ROL.4.17.2,,,
ROL.4.18,rol_role_person_name,assembly_order,,ROL.4.18,,,
ROL.4.19,rol_role_person_name,eff_from_date_time,,ROL.4.19,,,
ROL.4.20,rol_role_person_name,eff_to_date_time,,ROL.4.20,,,
ROL.4.21,rol_role_person_name,prof_suffix,,ROL.4.21,,,
ROL.4.22,rol_role_person_name,assgn_jurisdiction,,ROL.4.22,,,
ROL.4.22.1,rol_role_person_name,assgn_jurisdiction,primary_id,ROL.4.22.1,,,
ROL.4.22.2,rol_role_person_name,assgn_jurisdiction,text,ROL.4.22.2,,,
ROL.4.22.3,rol_role_person_name,assgn_jurisdiction,name_of_coding_sys,ROL.4.22.3,,,
ROL.4.22.4,rol_role_person_name,assgn_jurisdiction,alt_identifier,ROL.4.22.4,,,
ROL.4.22.5,rol_role_person_name,assgn_jurisdiction,alt_text,ROL.4.22.5,,,
ROL.4.22.6,rol_role_person_name,assgn_jurisdiction,name_of_alt_coding_sys,ROL.4.22.6,,,
ROL.4.22.7,rol_role_person_name,assgn_jurisdiction,coding_sys_ver_id,ROL.4.22.7,,,
ROL.4.22.8,rol_role_person_name,assgn_jurisdiction,alt_coding_sys_ver_id,ROL.4.22.8,,,
ROL.4.22.9,rol_role_person_name,assgn_jurisdiction,original_text,ROL.4.22.9,,,
ROL.4.22.10,rol_role_person_name,assgn_jurisdiction,second_alt_id,ROL.4.22.10,,,
ROL.4.22.11,rol_role_person_name,assgn_jurisdiction,second_alt_text,ROL.4.22.11,,,
ROL.4.22.12,rol_role_person_name,assgn_jurisdiction,name_of_second_alt_coding_sys,ROL.4.22.12,,,
ROL.4.22.13,rol_role_person_name,assgn_jurisdiction,second_alt_coding_sys_ver_id,ROL.4.22.13,,,
ROL.4.22.14,rol_role_person_name,assgn_jurisdiction,coding_sys_oid,ROL.4.22.14,,,
ROL.4.22.15,rol_role_person_name,assgn_jurisdiction,value_set_oid,ROL.4.22.15,,,
ROL.4.22.16,rol_role_person_name,assgn_jurisdiction,value_set_ver_id,ROL.4.22.16,,,
ROL.4.22.17,rol_role_person_name,assgn_jurisdiction,alt_coding_sys_oid,ROL.4.22.17,,,
ROL.4.22.18,rol_role_person_name,assgn_jurisdiction,alt_value_set_oid,ROL.4.22.18,,,
ROL.4.22.19,rol_role_person_name,assgn_jurisdiction,alt_value_set_ver_id,ROL.4.22.19,,,
ROL.4.22.20,rol_role_person_name,assgn_jurisdiction,second_alt_coding_sys_oid,ROL.4.22.20,,,
ROL.4.22.21,rol_role_person_name,assgn_jurisdiction,second_alt_value_set_oid,ROL.4.22.21,,,
ROL.4.22.22,rol_role_person_name,assgn_jurisdiction,second_alt_value_set_ver_id,ROL.4.22.22,,,
ROL.4.23,rol_role_person_name,assgn_agency_dept,,ROL.4.23,,,
ROL.4.23.1,rol_role_person_name,assgn_agency_dept,primary_id,ROL.4.23.1,,,
ROL.4.23.2,rol_role_person_name,assgn_agency_dept,text,ROL.4.23.2,,,
ROL.4.23.3,rol_role_person_name,assgn_agency_dept,name_of_coding_sys,ROL.4.23.3,,,
ROL.4.23.4,rol_role_person_name,assgn_agency_dept,alt_identifier,ROL.4.23.4,,,
ROL.4.23.5,rol_role_person_name,assgn_agency_dept,alt_text,ROL.4.23.5,,,
ROL.4.23.6,rol_role_person_name,assgn_agency_dept,name_of_alt_coding_sys,ROL.4.23.6,,,
ROL.4.23.7,rol_role_person_name,assgn_agency_dept,coding_sys_ver_id,ROL.4.23.7,,,
ROL.4.23.8,rol_role_person_name,assgn_agency_dept,alt_coding_sys_ver_id,ROL.4.23.8,,,
ROL.4.23.9,rol_role_person_name,assgn_agency_dept,original_text,ROL.4.23.9,,,
ROL.4.23.10,rol_role_person_name,assgn_agency_dept,second_alt_id,ROL.4.23.10,,,
ROL.4.23.11,rol_role_person_name,assgn_agency_dept,second_alt_text,ROL.4.23.11,,,
ROL.4.23.12,rol_role_person_name,assgn_agency_dept,name_of_second_alt_coding_sys,ROL.4.23.12,,,
ROL.4.23.13,rol_role_person_name,assgn_agency_dept,second_alt_coding_sys_ver_id,ROL.4.23.13,,,
ROL.4.23.14,rol_role_person_name,assgn_agency_dept,coding_sys_oid,ROL.4.23.14,,,
ROL.4.23.15,rol_role_person_name,assgn_agency_dept,value_set_oid,ROL.4.23.15,,,
ROL.4.23.16,rol_role_person_name,assgn_agency_dept,value_set_ver_id,ROL.4.23.16,,,
ROL.4.23.17,rol_role_person_name,assgn_agency_dept,alt_coding_sys_oid,ROL.4.23.17,,,
ROL.4.23.18,rol_role_person_name,assgn_agency_dept,alt_value_set_oid,ROL.4.23.18,,,
ROL.4.23.19,rol_role_person_name,assgn_agency_dept,alt_value_set_ver_id,ROL.4.23.19,,,
ROL.4.23.20,rol_role_person_name,assgn_agency_dept,second_alt_coding_sys_oid,ROL.4.23.20,,,
